gdd,rain_flowering,rain_season,temp_max_mean,yield_t_ha
1584.79,8.77,217.65,28.47,10.09
1564.46,54.57,138.84,28.89,7.53
1662.77,10.06,285.73,29.89,10.45
1619.4,50.49,400.39,29.52,9.96
1830.48,51.9,261.47,25.41,9.21
1331.88,18.64,278.02,26.98,9.53
1780.98,28.84,315.42,30.67,9.85
1799.53,18.41,158.45,28.76,11.4
1401.19,31.78,396.2,28.06,10.36
1608.88,30.38,276.19,26.55,9.68
1605.43,46.69,390.55,27.06,9.74
1481.1,54.65,201.36,25.36,7.72
1556.66,55.94,405.44,28.82,10.72
1516.73,26.57,322.01,27.92,10.17
1860.27,31.86,304.24,27.26,10.82
1762.28,9.75,278.72,28.88,10.82
1802.59,22.91,240.12,29.66,11.03
1736.6,49.47,356.04,32.77,8.05
1514.51,59.23,271.23,26.28,8.92
1587.06,16.48,102.63,31.09,8.5
1708.72,26.11,170.63,30.75,9.06
1503.34,34.6,245.13,27.6,8.25
1735.56,39.2,284.8,29.37,10.47
1621.16,22.86,255.47,28.18,10.46
1605.02,41.36,357.52,29.33,10.19
1735.32,27.89,103.91,31.72,7.42
1703.31,34.78,271.49,30.09,9.41
1606.68,43.19,114.56,29.92,8.38
1789.12,35.1,320.78,28.23,11.31
1520.27,28.45,252.44,26.33,9.31
1723.91,33.36,293.57,28.62,11.67
1721.17,33.67,190.89,31.17,8.81
1612.85,29.45,362.36,26.25,9.37
1689.14,31.12,343.34,27.1,10.46
1499.87,58.98,306.68,29.23,8.59
1760.88,43.41,249.64,27.23,8.69
1627.81,30.57,306.39,27.57,11.31
1587.27,45.45,203.45,28.24,9.83
1775.88,29.99,328.44,26.54,10.85
1565.48,52.6,391.96,27.25,9.92
1480.98,40.54,345.65,30.27,8.27
1463.2,33.39,201.63,26.65,8.9
1722.72,41.72,288.91,26.12,10.19
1496.35,11.44,156.55,27.87,9.39
1860.58,18.1,305.79,30.32,9.01
1400.17,17.09,296.05,28.65,9.97
1853.57,37.14,110.41,28.16,9.87
1675.32,60.99,167.06,29.08,8.93
1638.39,68.47,237.35,25.86,8.74
1584.61,44.57,235.93,29.89,9.41
1697.9,42.51,163.24,29.69,9.35
1645.48,7.98,291.12,28.26,11.75
1782.4,26.86,280.12,30.81,8.67
1663.71,23.18,244.46,26.97,10.59
1668.04,25.69,199.54,31.03,9.2
1606.37,32.48,343.9,29.28,9.43
1643.17,27.92,392.43,28.39,9.92
1686.94,5.31,221.32,28.96,10.36
1444.78,46.22,211.03,28.81,8.57
1488.22,18.91,299.3,31.2,9.27
1739.19,38.59,231.36,27.06,9.62
1670.5,66.11,248.85,27.63,8.65
1627.92,21.21,319.17,30.87,9.11
1652.21,5.0,107.25,27.93,11.08
1691.71,30.71,365.46,30.62,9.75
1585.23,51.51,265.81,32.06,6.9
1556.6,64.38,227.08,28.28,8.79
1673.5,16.56,252.86,30.23,10.73
1532.6,42.45,256.99,26.92,8.96
1698.99,28.02,121.5,30.36,9.85
1445.69,33.41,379.6,29.36,9.98
1773.5,74.67,263.31,29.85,8.64
1706.71,12.46,295.44,27.84,12.57
1680.72,38.81,336.12,26.01,9.15
1767.92,42.02,178.31,29.91,9.12
1849.86,51.29,297.88,25.29,8.43
1771.72,36.47,238.59,28.43,10.83
1429.1,39.62,327.74,30.69,9.62
1496.45,29.13,89.82,29.35,9.96
1575.02,39.04,252.07,32.51,7.46
1653.13,29.85,211.77,30.85,8.75
1712.12,44.32,294.58,27.82,9.91
1562.91,29.46,297.6,29.05,9.05
1672.41,40.66,203.39,28.91,10.87
1559.35,34.56,203.03,26.15,9.44
1576.62,51.89,251.15,27.31,9.02
1481.2,34.23,188.27,27.99,10.23
1539.21,8.4,327.36,25.33,9.26
1487.8,53.93,230.46,29.09,9.09
1532.9,21.41,80.0,28.55,9.36
1776.44,25.19,230.01,25.99,10.38
1536.07,26.07,176.92,29.73,9.28
1900.0,55.62,129.5,30.29,7.94
1709.2,5.0,161.01,29.41,10.51
1672.18,82.07,268.75,28.42,9.4
1547.0,50.84,366.29,30.06,9.15
1734.04,38.35,285.05,30.22,10.05
1580.92,34.18,211.48,29.55,8.78
1664.64,39.28,296.47,27.52,10.12
1900.0,42.82,223.27,29.5,9.65
1638.47,44.68,204.43,31.15,8.53
1787.91,43.33,167.65,27.93,9.86
1565.62,36.34,119.85,32.78,6.3
1645.8,32.04,228.81,28.05,10.72
1862.5,32.73,272.64,29.06,11.01
1574.76,32.08,252.27,27.79,10.14
1867.49,52.01,226.72,29.4,9.12
1734.93,43.9,184.34,25.86,9.07
1582.5,5.0,308.66,28.02,10.72
1725.89,44.84,154.63,27.03,9.24
1766.71,37.92,322.08,29.24,10.11
1724.62,34.72,179.82,30.79,8.23
1461.57,29.17,199.81,30.16,7.7
1562.74,51.86,142.66,24.73,6.92
1620.3,49.21,219.89,32.68,6.29
1641.07,23.41,338.02,29.53,9.59
1724.48,41.11,301.25,27.6,10.27
1671.32,20.43,338.27,29.28,11.81
1489.76,14.31,301.77,29.32,10.86
1695.62,25.6,171.71,27.8,11.14
1723.27,47.94,233.54,29.36,9.76
1717.17,49.3,197.58,27.91,10.3
1779.69,42.7,366.45,28.27,10.19
1750.07,45.88,164.26,27.76,9.26
1705.1,42.74,331.5,26.42,8.29
1641.58,25.38,331.44,29.26,11.14
1450.68,41.48,406.37,30.05,10.3
1701.55,47.01,227.23,29.93,8.86
1674.92,46.31,316.99,30.48,8.99
1682.59,52.83,442.53,29.58,9.56
1496.79,45.62,210.59,28.04,9.44
1520.27,40.27,137.2,30.51,8.87
1776.38,51.05,109.6,26.56,7.99
1645.25,34.6,317.02,27.38,10.53
1731.78,21.77,109.35,27.26,9.87
1653.4,32.55,230.21,30.94,8.85
1653.57,23.83,294.99,30.7,9.78
1762.59,24.87,274.81,29.88,10.12
1588.07,32.83,294.04,30.93,8.81
1661.53,23.11,277.78,27.42,10.39
1594.53,30.38,362.31,29.63,10.71
1597.86,6.6,183.81,28.77,10.69
1612.9,38.2,205.84,30.52,8.89
1676.66,35.02,198.19,28.79,9.08
1592.55,22.74,326.42,28.31,10.36
1800.69,44.89,332.03,29.97,10.44
1542.65,49.06,296.1,30.58,8.6
1627.58,10.89,354.68,27.8,11.55
1597.23,23.56,165.76,28.89,10.89
1823.64,23.46,393.38,27.09,11.93
1673.59,20.9,381.86,24.5,9.31
1773.82,47.44,318.85,29.36,9.7
1471.73,32.09,402.54,30.1,8.14
1682.05,31.03,127.47,29.47,9.36
1756.76,5.0,218.04,25.49,9.97
1659.87,44.53,201.18,28.37,9.83
1777.86,16.41,317.72,25.01,9.79
1587.93,35.9,175.99,31.47,7.6
1819.12,39.16,320.6,27.05,9.45
1900.0,55.41,369.64,31.26,8.41
1606.46,15.37,315.62,30.7,10.01
1596.54,5.0,282.7,27.38,11.94
1824.41,37.76,180.97,26.96,9.93
1839.55,62.01,192.25,29.63,9.31
1587.26,53.58,359.97,27.48,10.33
1599.58,38.14,322.35,29.18,9.45
1616.19,27.63,256.88,28.13,10.46
1488.67,47.11,226.57,25.79,8.04
1539.76,20.4,97.94,24.99,8.78
1529.5,42.15,174.33,29.41,9.05
1557.86,42.58,412.91,27.99,10.45
1645.84,50.9,157.56,28.0,8.75
1678.11,76.39,275.16,30.25,8.67
1836.06,40.89,340.6,31.11,10.52
1530.2,27.37,159.61,28.51,9.0
1768.12,34.62,274.78,28.39,10.25
1624.32,8.46,335.03,29.9,10.74
1644.06,24.58,261.0,26.56,10.58
1730.98,28.86,489.47,29.4,10.79
1515.27,27.14,126.51,29.99,7.18
1695.89,37.29,344.7,30.22,10.57
1669.97,22.66,246.18,25.51,10.01
1709.09,51.82,321.75,27.63,8.94
1684.7,35.0,295.3,27.42,9.93
1900.0,34.86,201.35,29.18,11.24
1573.47,30.08,278.32,29.87,10.49
1586.28,37.33,111.37,31.69,7.81
1575.22,47.38,308.26,28.11,9.64
1583.34,21.99,283.85,28.1,10.48
1573.51,25.13,311.09,31.07,8.93
1792.68,30.44,344.65,29.53,11.27
1820.46,14.81,289.41,31.28,9.12
1581.51,22.71,271.85,29.52,9.53
1550.12,27.86,189.51,26.92,10.23
1706.57,48.12,203.02,26.6,9.31
1583.73,38.94,354.94,26.21,10.56
1725.95,37.9,374.91,30.19,9.55
1674.35,47.76,240.95,31.14,8.21
1468.11,32.94,263.68,32.33,6.37
1835.7,40.86,187.63,30.52,9.17
1865.51,33.45,353.82,31.09,8.75
1576.47,38.98,313.23,27.96,9.73
1603.48,26.26,415.3,26.92,9.84
1684.3,5.0,189.73,30.53,10.28
1690.13,32.99,229.76,29.75,10.12
1729.03,56.34,278.52,29.19,8.49
1891.22,48.89,311.72,29.7,10.88
1628.77,49.48,242.75,29.58,10.68
1554.2,53.54,190.16,31.31,7.42
1484.48,36.33,330.51,31.33,7.89
1562.29,37.96,317.69,29.98,11.14
1646.02,25.74,186.7,30.52,8.34
1865.35,30.26,368.44,29.93,10.69
1587.89,44.24,353.62,28.17,10.16
1676.85,53.06,270.74,30.36,9.65
1648.03,32.91,266.37,26.49,10.07
1792.61,28.25,304.32,30.9,9.29
1900.0,35.01,191.06,26.85,9.69
1586.3,44.02,262.4,29.51,9.15
1591.27,13.34,87.81,27.48,9.28
1775.3,5.0,330.12,30.0,11.04
1731.83,26.74,135.08,28.94,9.6
1871.6,16.69,380.27,26.13,10.28
1720.07,27.38,233.59,29.76,10.7
1606.88,32.78,243.07,27.96,9.71
1720.88,28.2,209.78,30.59,8.53
1783.04,56.79,236.96,29.0,9.45
1748.46,39.9,373.48,29.71,10.27
1710.87,39.51,80.0,27.28,8.29
1778.0,44.33,362.16,27.94,10.76
1790.32,17.92,287.04,28.17,10.45
1815.86,50.59,163.44,30.54,9.73
1727.85,33.86,173.98,32.02,7.89
1629.95,45.06,394.11,27.55,10.03
1667.61,18.92,184.36,30.94,8.6
1794.78,11.69,167.73,25.09,9.48
1551.97,47.27,350.99,26.85,10.04
1694.24,40.65,287.08,27.27,10.07
1602.8,21.47,184.97,26.57,9.66
1653.45,21.96,277.33,26.15,10.11
1803.41,51.88,177.94,29.74,8.85
1672.93,17.16,348.07,28.61,10.8
1655.57,59.64,344.91,29.68,8.05
1486.82,21.49,302.56,30.24,10.11
1739.55,44.58,288.93,29.48,10.02
1727.46,30.07,400.9,30.18,9.84
1900.0,44.05,259.97,28.87,11.49
1613.07,26.84,165.45,26.86,9.75
1676.3,32.56,295.96,30.9,8.51
1679.93,35.61,426.88,27.94,11.35
1839.29,19.97,178.82,27.32,10.88
1638.56,46.11,231.08,28.68,9.8
1683.48,27.3,293.32,27.36,10.25
1722.95,31.57,255.69,28.25,10.64
1672.39,20.08,181.42,29.62,9.75
1596.43,5.0,349.75,29.63,11.18
1673.29,32.13,445.6,27.38,9.8
1778.84,71.19,275.69,28.12,9.15
1526.82,46.77,187.67,30.93,8.91
1665.96,34.71,136.08,29.89,8.67
1565.99,31.06,280.64,32.74,6.38
1793.41,35.34,348.31,31.12,9.08
1467.22,43.21,298.01,31.06,7.43
1582.93,17.29,259.81,26.5,8.82
1695.27,51.71,212.86,30.37,8.55
1837.86,45.73,172.63,28.9,9.87
1642.11,45.77,326.78,28.01,10.01
1583.38,41.58,333.1,29.3,9.7
1875.74,35.29,136.34,30.7,9.11
1476.24,45.09,387.19,29.9,9.96
1386.14,43.88,305.93,27.42,9.21
1702.8,29.69,371.97,30.34,9.69
1589.75,26.4,152.63,27.85,9.62
1527.45,36.53,150.73,29.39,9.38
1735.0,58.24,248.08,28.45,10.4
1679.26,16.41,300.22,28.61,10.47
1582.31,12.99,403.71,30.38,10.39
1496.36,37.47,316.49,27.13,9.97
1754.69,35.76,240.59,32.5,6.64
1728.02,37.6,177.89,25.72,9.14
1638.1,38.66,358.4,27.92,9.49
1871.6,31.65,182.82,29.67,8.98
1521.59,57.35,390.28,30.05,9.23
1466.94,10.99,237.25,28.82,9.96
1566.97,22.57,387.25,28.9,10.79
1644.53,33.45,314.31,29.74,9.9
1679.2,10.35,249.04,28.58,10.25
1621.05,32.36,218.45,31.51,8.08
1692.25,59.92,232.73,30.51,7.68
1499.82,35.31,294.27,30.57,9.71
1823.25,38.46,266.17,27.26,9.57
1640.14,16.1,212.5,28.86,10.24
1784.08,25.75,246.75,28.46,10.02
1691.13,29.37,266.29,27.19,10.66
1704.81,30.23,89.7,29.65,9.11
1718.37,54.22,296.65,28.03,9.54
1703.73,43.37,181.62,30.18,9.48
1727.13,18.33,167.73,27.07,10.33
1809.5,38.7,125.01,32.09,7.66
1673.58,42.47,116.49,27.39,8.73
1735.08,52.1,151.56,29.39,8.25
1639.23,58.71,203.28,30.43,8.33
1822.81,19.77,416.26,27.97,11.44
1568.83,22.84,217.93,30.53,9.52
1866.11,16.14,274.22,26.79,11.01
1645.18,31.49,292.04,31.61,8.5
1478.31,42.0,270.49,29.03,8.39
1665.37,49.81,253.8,27.93,10.82
1568.27,33.86,164.38,28.46,9.43
1750.88,30.2,376.07,30.46,10.49
1571.69,37.28,404.58,27.95,9.93
1596.46,22.47,125.39,27.65,9.99
1423.26,66.34,178.08,28.6,7.44
1595.72,10.89,237.62,26.88,10.7
1359.13,37.77,182.84,32.28,6.04
1459.93,65.35,300.48,27.98,8.91
1741.25,35.1,201.74,30.5,9.59
1744.3,32.15,433.2,29.38,10.11
1701.05,29.64,355.24,27.23,10.28
1533.96,32.29,277.01,28.99,10.1
1644.27,55.59,342.16,30.41,10.2
1649.57,5.0,348.47,28.66,11.22
1511.0,58.0,214.88,31.15,7.77
1830.41,13.64,194.7,30.84,9.67
1755.28,31.0,266.25,30.65,10.63
1623.48,28.56,328.93,28.17,9.46
1653.23,43.83,271.12,27.06,9.83
1675.01,11.03,133.84,27.9,9.42
1404.99,41.93,195.77,29.35,7.26
1620.34,65.36,254.08,29.98,8.7
1568.16,14.55,253.95,25.09,9.31
1529.81,37.85,417.8,28.99,10.04
1616.27,25.07,149.12,29.28,9.57
1865.72,41.39,300.45,28.5,12.45
1726.9,35.29,379.13,31.32,8.96
1581.46,25.38,441.72,29.76,10.8
1718.71,42.32,227.65,31.36,7.86
1817.92,62.07,299.31,28.61,10.0
1760.96,32.14,305.58,30.69,9.43
1657.16,45.8,275.64,31.94,7.29
1572.37,15.6,252.09,31.36,9.87
1733.79,20.65,294.88,27.03,11.46
1697.22,42.09,80.0,28.54,9.34
1757.42,57.26,314.57,28.38,8.53
1726.22,40.33,270.09,29.88,9.44
1775.95,30.3,242.2,30.24,11.37
1585.77,34.99,423.75,27.49,10.43
1808.09,16.24,206.01,29.12,11.33
1673.71,44.07,227.75,25.36,9.6
1899.03,48.23,419.32,31.6,9.17
1567.3,28.22,193.44,28.08,9.34
1858.32,27.95,215.99,29.1,9.03
1673.75,38.99,248.24,28.44,10.39
1571.83,28.45,327.26,31.06,8.49
1591.93,34.01,276.62,24.0,7.77
1611.56,66.5,156.59,28.97,7.77
1700.9,31.29,217.43,28.81,9.93
1712.74,29.62,211.41,28.18,10.25
1581.16,25.29,253.82,32.11,7.84
1647.08,46.16,294.07,27.4,9.19
1900.0,32.28,293.46,30.39,10.82
1857.31,25.26,117.92,29.64,9.59
1702.36,54.82,345.12,31.27,7.38
1654.56,56.29,280.21,27.8,9.5
1664.4,25.99,370.76,27.68,10.87
1723.62,7.0,295.54,30.97,10.05
1527.26,50.11,348.11,29.77,10.06
1619.11,24.73,297.32,26.22,9.88
1449.77,46.86,367.7,28.03,9.62
1697.91,5.45,301.78,29.7,10.2
1727.66,48.39,252.17,30.51,9.42
1592.02,16.83,441.79,27.78,11.35
1838.88,45.96,331.12,24.0,7.89
1502.91,35.21,305.9,29.94,8.22
1474.28,20.69,157.9,26.8,10.35
1676.93,28.89,156.94,25.37,8.18
1775.65,45.29,283.42,24.0,7.46
1852.07,36.59,271.64,30.47,9.92
1594.93,43.77,210.87,29.23,8.57
1779.44,64.65,271.28,28.59,8.65
1645.38,11.54,387.09,31.5,8.2
1629.28,59.26,315.63,30.15,9.3
1756.04,36.57,168.72,31.91,7.35
1728.28,21.52,251.08,26.49,12.1
1460.83,15.05,195.6,28.94,9.25
1827.18,32.16,228.98,26.09,9.42
1815.61,48.82,226.91,28.59,9.59
1574.93,33.09,221.79,28.55,9.93
1697.5,57.67,159.59,30.13,8.19
1709.28,13.23,249.79,29.08,11.07
1681.28,34.82,215.15,30.12,8.76
1583.96,16.21,80.0,30.27,8.19
1569.41,40.45,424.24,32.88,5.76
1646.93,48.3,347.1,28.43,8.69
1790.73,28.69,229.9,27.31,10.15
1715.23,5.0,261.51,29.44,10.69
1605.53,37.98,166.27,27.56,9.13
1742.6,41.55,395.66,31.67,9.42
1308.17,41.06,411.78,28.49,10.39
1787.85,53.54,272.54,27.98,9.75
1441.23,18.93,341.88,28.15,9.32
1606.51,45.2,274.02,30.29,8.63
1515.64,52.89,153.06,28.72,8.38
1494.64,8.32,227.05,27.84,10.0
1789.3,39.79,270.55,32.0,7.55
1593.88,27.44,223.64,27.46,9.62
1691.58,33.78,242.51,29.06,9.78
1644.37,40.22,252.69,30.17,8.82
1707.24,27.69,253.53,26.06,10.01
1659.22,24.86,264.18,29.86,10.15
1496.04,35.51,175.15,27.1,8.71
1769.55,18.69,202.64,30.48,10.51
1590.75,18.71,157.23,27.27,9.38
1463.21,45.19,338.23,30.25,7.93
1598.63,17.77,91.55,30.99,8.72
1830.09,44.99,352.29,30.55,9.17
1752.03,41.94,370.91,29.45,10.48
1608.16,9.11,235.83,28.58,9.2
1608.09,24.84,80.0,27.96,10.43
1611.4,52.91,231.1,31.65,7.77
1899.21,20.28,254.87,27.74,10.25
1695.83,28.03,179.15,27.13,9.12
1701.6,41.93,218.78,30.2,10.15
1773.63,46.75,382.42,27.57,10.09
1678.65,31.23,313.19,27.29,9.94
1618.91,26.04,186.03,26.4,8.27
1626.44,56.34,132.19,28.13,8.69
1641.41,61.08,233.84,28.85,8.96
1645.53,49.68,242.92,29.44,9.71
1737.32,36.28,299.7,30.71,8.51
1656.23,22.88,217.17,29.95,8.84
1737.92,22.54,300.92,28.66,11.08
1640.31,42.84,414.81,28.64,11.02
1659.44,41.28,325.24,29.92,8.72
1410.22,56.02,256.15,31.29,7.89
1759.96,44.76,245.35,29.23,9.84
1691.58,12.45,231.47,28.16,11.43
1769.76,50.78,354.45,27.21,10.18
1302.45,20.03,209.81,26.4,7.6
1900.0,29.24,263.62,30.2,10.11
1633.25,38.75,264.1,30.04,9.99
1782.98,64.94,219.86,30.04,8.23
1525.21,81.65,150.2,28.77,7.64
1723.53,44.1,285.84,31.53,8.15
1523.59,32.25,255.12,28.13,8.12
1575.15,43.02,300.02,30.72,9.74
1879.68,48.31,217.31,28.93,9.45
1627.12,30.19,357.67,27.9,10.89
1676.09,61.93,189.86,30.07,8.4
1754.41,38.45,396.96,29.74,11.12
1709.48,42.47,120.19,29.64,9.32
1668.05,44.99,294.78,29.15,9.66
1693.8,41.32,298.03,28.93,9.52
1900.0,47.58,196.36,33.3,6.37
1643.09,25.74,293.95,31.13,7.92
1674.13,26.63,362.36,30.3,10.43
1776.08,18.5,82.65,29.2,9.34
1782.66,41.59,300.22,30.81,9.97
1792.44,46.68,80.0,29.93,8.94
1726.65,41.87,182.75,29.05,10.01
1512.84,60.12,390.33,28.45,9.56
1846.01,34.92,213.46,28.85,9.26
1512.44,45.03,166.09,24.0,6.18
1686.32,18.62,244.16,29.38,10.75
1559.49,29.19,425.43,28.12,10.82
1642.3,45.43,113.47,31.87,7.66
1689.45,47.74,175.9,29.03,9.58
1688.56,30.59,379.79,26.86,10.05
1700.63,33.93,408.62,28.91,10.27
1843.65,12.23,251.73,27.12,11.19
1704.42,29.64,160.88,29.85,8.11
1620.7,48.36,427.67,29.52,10.97
1765.69,43.63,387.56,30.72,9.81
1792.74,42.51,314.32,27.58,11.17
1502.69,35.75,195.01,29.06,8.35
1721.69,35.11,256.08,26.54,10.7
1734.14,25.1,247.17,30.26,11.14
1614.29,45.48,286.47,29.93,8.46
1815.08,41.31,376.08,29.89,10.73
1631.99,42.38,330.35,29.0,9.98
1665.07,27.11,173.81,29.75,8.66
1629.23,5.0,370.12,31.89,9.43
1651.87,51.46,285.05,28.49,10.19
1518.45,27.82,314.97,29.25,9.63
1477.19,22.06,377.32,27.04,11.1
1841.34,45.4,171.07,27.44,8.88
1548.36,29.12,257.13,29.18,8.92
1531.03,50.9,217.48,30.99,7.91
1391.59,44.26,134.57,28.54,8.66
1573.32,45.25,287.74,28.58,9.25
1491.23,14.51,460.92,28.27,11.61
1847.04,53.18,112.79,28.04,9.79
1771.18,38.92,257.42,29.53,10.45
1567.42,29.46,311.24,26.3,9.77
1900.0,37.15,269.85,31.31,9.44
1767.81,8.36,250.95,27.8,10.9
1611.02,41.13,156.06,30.3,9.86
1350.07,19.56,278.62,26.71,9.17
1900.0,14.71,199.46,30.2,11.64
1483.25,12.16,84.81,30.21,8.97
1452.55,51.69,355.57,29.69,8.25
1772.71,25.56,336.67,27.21,11.74
1900.0,58.01,264.13,29.45,9.83
1816.11,26.96,278.33,26.87,11.16
1717.67,9.39,345.95,28.55,12.09
1721.37,18.25,277.95,30.85,9.85
1752.41,53.54,332.32,30.43,8.86
1741.07,32.66,236.2,29.03,10.74
1683.74,26.78,364.96,27.25,10.78
1662.5,37.4,285.66,30.16,9.89
1642.49,42.53,275.52,29.03,8.48
1559.52,51.76,158.4,24.82,7.73
1616.32,56.73,282.96,30.41,8.22
1446.85,29.6,193.44,28.96,10.36
1638.2,15.11,208.94,31.16,9.35
1531.37,28.8,194.77,27.03,9.75
1517.57,38.9,174.7,24.0,7.22
1671.59,20.54,429.98,29.5,10.34
1817.04,20.64,366.51,29.52,12.01
1760.2,40.16,413.63,25.96,11.42
1461.54,34.27,162.17,27.24,9.42
1531.24,35.49,265.7,33.96,5.45
1762.89,23.62,156.52,28.45,9.95
1532.1,31.54,204.34,30.32,8.42
1623.04,21.14,186.55,27.83,10.19
1716.01,48.35,359.17,25.24,9.39
1533.8,50.53,228.3,28.69,8.92
1662.65,7.31,345.47,28.52,11.6
1489.92,21.06,308.33,28.28,10.5
1577.84,12.55,444.29,28.79,10.65
1688.37,25.25,141.64,29.48,10.01
1458.84,33.75,360.74,28.73,10.52
1702.86,13.26,351.72,26.72,11.13
1647.64,21.17,182.13,29.88,10.38
1716.3,19.94,340.57,25.49,9.38
1676.87,38.11,286.89,25.31,9.39
1813.7,36.04,241.8,30.33,8.9
